Registry Name,ID,Has Block,Class
minecraft:poisonous_potato,394,false,net.minecraft.item.ItemFood
minecraft:map,395,false,net.minecraft.item.ItemEmptyMap
minecraft:golden_carrot,396,false,net.minecraft.item.ItemFood
minecraft:skull,397,false,net.minecraft.item.ItemSkull
minecraft:carrot_on_a_stick,398,false,net.minecraft.item.ItemCarrotOnAStick
minecraft:nether_star,399,false,net.minecraft.item.ItemSimpleFoiled
minecraft:pumpkin_pie,400,false,net.minecraft.item.ItemFood
minecraft:fireworks,401,false,net.minecraft.item.ItemFirework
minecraft:firework_charge,402,false,net.minecraft.item.ItemFireworkCharge
minecraft:enchanted_book,403,false,net.minecraft.item.ItemEnchantedBook
minecraft:comparator,404,false,net.minecraft.item.ItemBlockSpecial
minecraft:netherbrick,405,false,net.minecraft.item.Item
minecraft:quartz,406,false,net.minecraft.item.Item
minecraft:tnt_minecart,407,false,net.minecraft.item.ItemMinecart
minecraft:hopper_minecart,408,false,net.minecraft.item.ItemMinecart
minecraft:prismarine_shard,409,false,net.minecraft.item.Item
minecraft:prismarine_crystals,410,false,net.minecraft.item.Item
minecraft:rabbit,411,false,net.minecraft.item.ItemFood
minecraft:cooked_rabbit,412,false,net.minecraft.item.ItemFood
minecraft:rabbit_stew,413,false,net.minecraft.item.ItemFood
minecraft:rabbit_foot,414,false,net.minecraft.item.Item
minecraft:rabbit_hide,415,false,net.minecraft.item.Item
minecraft:armor_stand,416,false,net.minecraft.item.ItemArmorStand
minecraft:iron_horse_armor,417,false,net.minecraft.item.Item
minecraft:golden_horse_armor,418,false,net.minecraft.item.Item
minecraft:diamond_horse_armor,419,false,net.minecraft.item.Item
minecraft:lead,420,false,net.minecraft.item.ItemLead
minecraft:name_tag,421,false,net.minecraft.item.ItemNameTag
minecraft:command_block_minecart,422,false,net.minecraft.item.ItemMinecart
minecraft:mutton,423,false,net.minecraft.item.ItemFood
minecraft:cooked_mutton,424,false,net.minecraft.item.ItemFood
minecraft:banner,425,true,net.minecraft.item.ItemBanner
minecraft:end_crystal,426,false,net.minecraft.item.ItemEndCrystal
minecraft:spruce_door,427,false,net.minecraft.item.ItemDoor
minecraft:birch_door,428,false,net.minecraft.item.ItemDoor
minecraft:jungle_door,429,false,net.minecraft.item.ItemDoor
minecraft:acacia_door,430,false,net.minecraft.item.ItemDoor
minecraft:dark_oak_door,431,false,net.minecraft.item.ItemDoor
minecraft:chorus_fruit,432,false,net.minecraft.item.ItemChorusFruit
minecraft:chorus_fruit_popped,433,false,net.minecraft.item.Item
minecraft:beetroot,434,false,com.pam.harvestcraft.item.items.ItemPamFood
minecraft:beetroot_seeds,435,false,net.minecraft.item.ItemSeeds
minecraft:beetroot_soup,436,false,net.minecraft.item.ItemFood
minecraft:dragon_breath,437,false,net.minecraft.item.Item
minecraft:splash_potion,438,false,net.minecraft.item.ItemSplashPotion
minecraft:spectral_arrow,439,false,net.minecraft.item.ItemSpectralArrow
minecraft:tipped_arrow,440,false,net.minecraft.item.ItemTippedArrow
minecraft:lingering_potion,441,false,net.minecraft.item.ItemLingeringPotion
minecraft:shield,442,false,net.minecraft.item.ItemShield
minecraft:elytra,443,false,net.minecraft.item.ItemElytra
minecraft:spruce_boat,444,false,net.minecraft.item.ItemBoat
minecraft:birch_boat,445,false,net.minecraft.item.ItemBoat
minecraft:jungle_boat,446,false,net.minecraft.item.ItemBoat
minecraft:acacia_boat,447,false,net.minecraft.item.ItemBoat
minecraft:dark_oak_boat,448,false,net.minecraft.item.ItemBoat
minecraft:totem_of_undying,449,false,net.minecraft.item.Item
minecraft:shulker_shell,450,false,net.minecraft.item.Item
minecraft:iron_nugget,452,false,net.minecraft.item.Item
minecraft:knowledge_book,453,false,net.minecraft.item.ItemKnowledgeBook
minecraft:record_13,2256,false,net.minecraft.item.ItemRecord
minecraft:record_cat,2257,false,net.minecraft.item.ItemRecord
minecraft:record_blocks,2258,false,net.minecraft.item.ItemRecord
minecraft:record_chirp,2259,false,net.minecraft.item.ItemRecord
minecraft:record_far,2260,false,net.minecraft.item.ItemRecord
minecraft:record_mall,2261,false,net.minecraft.item.ItemRecord
minecraft:record_mellohi,2262,false,net.minecraft.item.ItemRecord
minecraft:record_stal,2263,false,net.minecraft.item.ItemRecord
minecraft:record_strad,2264,false,net.minecraft.item.ItemRecord
minecraft:record_ward,2265,false,net.minecraft.item.ItemRecord
minecraft:record_11,2266,false,net.minecraft.item.ItemRecord
minecraft:record_wait,2267,false,net.minecraft.item.ItemRecord
animania:animania_manual,4096,false,com.animania.common.items.ItemManual
animania:entity_egg_random,4097,false,com.animania.common.items.ItemEntityEgg
animania:block_straw,4098,true,net.minecraft.item.ItemBlock
animania:salt_lick,4099,true,com.animania.common.items.ItemSaltLick
animania:block_mud,4100,true,net.minecraft.item.ItemBlock
animania:block_trough,4101,true,net.minecraft.item.ItemBlock
animania:block_nest,4102,true,net.minecraft.item.ItemBlock
animania:entity_egg_mare_draft,4103,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_stallion_draft,4104,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_foal_draft,4105,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_piglet_yorkshire,4106,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_sow_yorkshire,4107,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_hog_yorkshire,4108,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_piglet_old_spot,4109,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_sow_old_spot,4110,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_hog_old_spot,4111,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_piglet_large_black,4112,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_sow_large_black,4113,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_hog_large_black,4114,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_piglet_large_white,4115,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_sow_large_white,4116,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_hog_large_white,4117,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_piglet_hampshire,4118,false,com.animania.common.items.ItemEntityEgg
animania:entity_egg_sow_hampshire,4119,false,com.animania.common.items.ItemEntityEgg
